name,affiliated_committee_name,committee_id
TEXAS INSTRUMENTS INCORPORATED POLITICAL ACTION COMMITTEE (TI PAC),TEXAS INSTRUMENTS INCORPORATED,C00007070
SODEXO INC. POLITICAL ACTION COMMITTEE,SODEXO INC.,C00361014
THE COCA-COLA COMPANY NONPARTISAN COMMITTEE FOR GOOD GOVERNMENT,THE COCA-COLA COMPANY,C00012468
"VISA, INC. POLITICAL ACTION COMMITTEE","VISA, INC.",C00365122
"DELL TECHNOLOGIES, INC. POLITICAL ACTION COMMITTEE","DELL TECHNOLOGIES, INC.",C00369751
ALEXANDER AND BALDWIN INC FEDPAC,"ALEXANDER & BALDWIN, INC. (A HAWAII CORPORATION INCORPORATED ON MARCH 19, 2012)",C00017681
AECOM PAC,AECOM,C00374447
"ALLERGAN, INC. POLITICAL ACTION COMMITTEE","ALLERGAN, INC.",C00391086
INFINEON TECHNOLOGIES AMERICAS CORP. POLITICAL ACTION COMMITTEE (IFAM PAC),INFINEON TECHNOLOGIES AMERICAS CORP.,C00391219
MICRA FEDERAL PAC OF NORCAL MUTUAL INSURANCE COMPANY; THE,NORCAL MUTUAL INSURANCE COMPANY,C00398248
"APPLIED MATERIALS, INC. POLITICAL ACTION COMMITTEE",,C00406892
FISHING VESSEL OWNERS ASSOCIATION HALIBUT AND SABLEFISH SUSTAINABLE FISH PAC,FISHING VESSEL OWERS ASSOCIATION (FVOA),C00407965
NORTH SHORE BANK PAC,,C00205138
MASTERCARD INTERNATIONAL INC. EMPLOYEES' PAC,MASTERCARD INTERNATIONAL INC.,C00410274
SUNOVION PHARMACEUTICALS INC. GOOD GOVERNANCE FUND,SUNOVION PHARMACEUTICALS INC.,C00423236
NOVO NORDISK INC. PAC (NOVO NORDISK PAC),NOVO NORDISK INC.,C00424838
OXBOW CORPORATION POLITICAL ACTION COMMITTEE,OXBOW CORPORATION,C00436550
NORTHWESTERN ENERGY MONTANA EMPLOYEE PAC,,C00068056
PREIT-RUBIN INC POLITICAL ACTION COMMITTEE,,C00457606
C.V. STARR & CO. INC. POLITICAL ACTION COMMITTEE,C.V. STARR & CO. INC.,C00462465
GENERAL NUTRITION CENTERS INC POLITICAL ACTION COMMITTEE A/K/A GNC PAC,GENERAL NUTRITION CENTERS INC.,C00472506
THE EMERSON ELECTRIC CO. PAC,EMERSON ELECTRIC CO.,C00080515
TD BANK N.A. POLITICAL ACTION COMMITTEE,TD BANK N.A.,C00501429
"THE HARTFORD FINANCIAL SERVICES GROUP, INC. FEDERAL PAC (AKA HARTFORD ADVOCATES FEDERAL FUND)","THE HARTFORD FINANCIAL SERVICES GROUP, INC. PAC (AKA THE HARTFORD ADVOCATES FUND)",C00511444
KAWASAKI MOTORS MANUFACTURING CORP USA PAC,KAWASAKI MOTORS MANUFACTURING CORP USA,C00515742
"THE NIELSEN COMPANY (US), LLC FEDERAL POLITICAL ACTION COMMITTEE (NIELSEN PAC)","TNC (US) HOLDINGS, INC.",C00521328
CHRISTMAN ENTERPRISES INC - PAC,,C00531509
SELECT MEDICAL CORPORATION PAC,SELECT MEDICAL CORPORATION,C00546119
BOMBARDIER AEROSPACE (HOLDINGS) USA INC. PAC (BOMBARDIER PAC),BOMBARDIER AEROSPACE (HOLDINGS) USA INC.,C00546473
SINCLAIR BROADCAST GROUP PAC,SINCLAIR BROADCAST GROUP,C00562660
"NATIXIS U.S. HOLDINGS, INC. POLITICAL ACTION COMMITTEE","NATIXIS U.S. HOLDINGS, INC.",C00507269
MUNICH AMERICAN REASSURANCE COMPANY,,C00504316
NORTH CAROLINA GASTROENTEROLOGY PAC OF DIGESTIVE HEALTH SPECIALISTS,NONE,C00503201
MARATHON PETROLEUM CORPORATION EMPLOYEES POLITICAL ACTION COMMITTEE (MPAC),MARATHON PETROLEUM CORPORATION,C00496307
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION POLITICAL ACTION COMMITTEE (COGNIZANT PAC),COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,C00485979
M&T BANK AND WILMINGTON TRUST POLITICAL ACTION COMMITTEE,M&T BANK,C00137273
FINSBURY GLOVER HERING CORPORATION PAC,FINSBURY GLOVER HERING CORPORATION,C00466094
BROOKDALE SENIOR LIVING PAC,BROOKDALE SENIOR LIVING INC.,C00459008
"MARSH & MCLENNAN COMPANIES, INC. PAC (MMCPAC)","MARSH & MCLENNAN COMPANIES, INC.",C00457234
NEW SOUTH BANCSHARES INC PAC,NEW SOUTH BANCSHARES INC/COMMITTEE FOR FAIRNESS IN GOVERNMENT,C00454801
EQUIFAX INC. POLITICAL ACTION COMMITTEE,"EQUIFAX INC,",C00143867
INDEPENDENCE BLUE CROSS LLC PAC,"AMERIHEALTH, INC.",C00450056
"IDEMIA IDENTITY & SECURITY USA, LLC POLITICAL ACTION COMMITTEE","IDEMIA IDENTITY & SECURITY USA, LLC",C00437491
FED - MICHAEL BAKER INTERNATIONAL HOLDCO CORPORATION POLITICAL ACTION COMMITTEE (MICHAEL BAKER INTERNATIONAL PAC),MICHAEL BAKER INTERNATIONAL HOLDCO CORPORATION,C00403477
TRAVELPORT INC. PAC,TRAVELPORT INC.,C00425603
CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY/ATRIUM HEALTH EMPLOYEES FED PAC,CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY D/B/A ATRIUM HEALTH,C00423871
DLA PIPER LLP (US) POLITICAL ACTION COMMITTEE (DLA PIPER PAC),,C00151340
"SMITH & WESSON BRANDS, INC. POLITICAL ACTION COMMITTEE","SMITH & WESSON BRANDS, INC.",C00419051
NATIONAL HEALTH CORPORATION POLITICAL ACTION COMMITTEE,NATIONAL HEALTH CORPORATION,C00153445
ASSOCIATIONS INC. PAC/ASSOCIA PAC,"ASSOCIATIONS, INC.",C00413856
THE VANGUARD GROUP COMMITTEE FOR RESPONSIBLE GOVERNMENT,THE VANGUARD GROUP,C00410266
CUMMINS-ALLISON CORP EMPLOYEES FOR GOOD GOVERNMENT,CUMMINS-ALLISON CORP.,C00408914
"ADVANCED MICRO DEVICES, INC. PAC","ADVANCED MICRO DEVICES, INC.",C00404483
HEADWATERS INCORPORATED PAC,HEADWATERS INC.,C00388751
"ATKINS US HOLDINGS, INC. PAC","ATKINS US HOLDINGS, INC",C00385989
"BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE","BWX TECHNOLOGIES, INC",C00365502
THE SCOTTS MIRACLE-GRO CO STEWARDSHIP PAC,THE SCOTTS MIRACLE-GRO COMPANY,C00365254
"T-MOBILE US, INC.  POLITICAL ACTION COMMITTEE (T-PAC)","T-MOBILE US, INC.  POLITICAL ACTION COMMITTEE (T-PAC)",C00361758
AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),AMAZON.COM SERVICES LLC,C00360354
CGI TECHNOLOGIES AND SOLUTIONS INC. PAC,CGI TECHNOLOGIES AND SOLUTIONS INC.,C00354241
THE ACXIOM LLC ASSOCIATES PAC,ACXIOM LLC,C00350835
"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",THE GOLDMAN SACHS GROUP INC,C00350744
QUALCOMM INCORPORATED POLITICAL ACTION COMMITTEE (QPAC),QUALCOMM INCORPORATED,C00339085
K-VA-T FOOD STORES INC FOODPAC,,C00337964
"ACADIAN AMBULANCE  SERVICE EMPLOYEE FEDERAL POLITICAL ACTION COMMITTEE, INC.",NONE,C00335570
SPECTRUM HEALTHCARE RESOURCES INC POLITICAL ACTION COMMITTEE (SHR PAC),"SPECTRUM HEALTHCARE RESOURCES, INC.",C00327445
BERKSHIRE HATHAWAY ENERGY COMPANY PAC,BERKSHIRE HATHAWAY ENERGY COMPANY,C00324483
NCR CORPORATION POLITICAL ACTION COMMITTEE (NCRPAC),NCR CORPORATION,C00324103
ENVIRONMENTAL CHEMICAL CORPORATION (ECC) PAC,,C00317735
"CITIZENS FINANCIAL GROUP, INC. POLITICAL ACTION COMMITTEE (CITIZENS PAC)","CITIZENS FINANCIAL GROUP, INC.",C00307249
EASTMAN KODAK COMPANY EMPLOYEE POLITICAL ACTION COMMITTEE,EASTMAN KODAK COMPANY,C00297085
THE PROCTER & GAMBLE COMPANY GOOD GOVERNMENT FUND,THE PROCTER & GAMBLE COMPANY,C00257329
"CORRIDOR 67, INC POLITICAL ACTION COMMITTEE - PAC 67","CORRIDOR 67, INC.",C00238691
AMEREN FEDERAL POLITICAL ACTION COMMITTEE (AMERENFED PAC),AMEREN CORPORATION,C00206136
HARLEY-DAVIDSON INC POLITICAL ACTION COMMITTEE (HARLEYPAC),,C00224725
SWEDISH MATCH NORTH AMERICA LLC PAC,SWEDISH MATCH NORTH AMERICA LLC,C00215053
"UNIVERSAL LEAF TOBACCO COMPANY, INCORPORATED POLITICAL ACTION COMMITTEE (FEDERAL)","UNIVERSAL LEAF TOBACCO COMPANY, INCORPORATED",C00214072
OHIOHEALTH STAR CORPORATION POLITICAL ACTION COMMITTEE DBA OHIOHEALTH PAC,OHIOHEALTH STAR CORPORATION POLITICAL ACTION COMMITTEE DBA OHIOHEALTH PAC,C00210617
LAMAR ADVERTISING COMPANY POLITICAL ACTION COMMITTEE (LAMARPAC),LAMAR ADVERTISING COMPANY,C00174599
"SOUTHERN COMPANY GAS PAC, INC.",SOUTHERN COMPANY GAS,C00145037
TTX PAC,NONE,C00138974
"DIAMONDBACK ENERGY, INC. POLITICAL ACTION COMMITTEE (DIAMONDBACK ENERGY PAC)","DIAMONDBACK ENERGY, INC.",C00135855
"MINNESOTA CITIZENS CONCERNED FOR LIFE, INC. FEDERAL PAC","MINNESOTA CITIZENS CONCERNED FOR LIFE, INC.",C00129171
"NUTRIEN AG SOLUTIONS EMPLOYEE CITIZENSHIP FUND POLITICAL ACTION COMMITTEE (""NUTRIEN CITIZE",,C00385039
GEORGIA POWER COMPANY FEDERAL PAC,SOUTHERN COMPANY EMPLOYEES PAC,C00119776
TENET HEALTHCARE CORPORATION POLITICAL ACTION COMMITTEE,TENET HEALTHCARE CORPORATION,C00119354
BRADY CAMPAIGN TO PREVENT GUN VIOLENCE - VOTER EDUCATION FUND,BRADY CAMPAIGN TO PREVENT GUN VIOLENCE - VOTER EDUCATION FUND,C00113449
CREDIT SUISSE SECURITIES (USA) LLC POLITICAL ACTION COMMITTEE,CREDIT SUISSE SECURITIES (USA) LLC,C00111559
HY-VEE INC EMPLOYEES' POLITICAL ACTION COMMITTEE,"HY-VEE, INC.",C00243659
CELANESE CORPORATION POLITICAL ACTION COMMITTEE,CELANESE CORPORATION,C00084871
"STANLEY BLACK & DECKER, INC. POLITICAL ACTION COMMITTEE","STANLEY BLACK & DECKER, INC.",C00060087
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,C00040279
TRUIST FINANCIAL CORPORATION FEDERAL STATE & LOCAL POLITICAL ACTION COMMITTEE (FORMERLY SUNTRUST BANKS INC. MAIN STREET BANKERS PAC),TRUIST FINANCIAL CORPORATION,C00009639
ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE,ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE,C00024349
PUBLIC SERVICE COMPANY OF NEW MEXICO RESPONSIBLE CITIZENS GROUP - FEDERAL,NONE,C00025395
CITIGROUP INC. PAC - STATE (CITI PAC-STATE),CITIGROUP INC.,C00039305
NEW JERSEY RIGHT TO  LIFE COMMITTEE FEDERAL PAC,NEW JERSEY RIGHT TO LIFE,C00260331
SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC),SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC),C00048579
NISOURCE INC. PAC,NISOURCE INC.,C00051979
CINCINNATI BELL INC FEDERAL PAC,CINCINNATI BELL INC,C00087478
AKERMAN LLP PAC,AKERMAN SENTERFITT & EIDSON PA,C00280008
KAMAN CORP. GOOD GOVT. FUND,KAMAN CORP.,C00126847
DESERT GRAPE GROWERS LEAGUE OF CALIFORNIA POLITICAL ACTION COMMITTEE,DESERT GRAPE GROWERS LEAGUE/CALIFORNIA,C00154641
G4S SECURE SOLUTIONS (USA) PAC,G4S SECURE SOLUTIONS (USA) PAC,C00165365
VERMEER EQUIPMENT OF TEXAS PAC,VERMEER EQUIPMENT OF TEXAS INC,C00535179
JUVENILE PRODUCTS MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE (A/K/A JPMA-PAC),JUVENILE PRODUCTS MANUFACTURERS ASSOCIATION,C00547919
RENEWABLE RESOURCE HAULING PAC - MARIN RESOURCE RECOVERY CENTER,MARIN RESOURCE RECOVERY CENTER,C00557843
TIMKENSTEEL CORPORATION POLITICAL ACTION COMMITTEE (TIMKENSTEEL PAC),TIMKENSTEEL CORPORATION,C00560946
"KEGLER BROWN HILL + RITTER, LPA FEDERAL PAC",KEGLER BROWN HILL & RITTER LPA,C00578914
"RESTORE AMERICA PAC, INC",NONE,C00344333
PRINCETON COMMUNITY DEMOCRATIC ORGANIZATION - HEADQUARTERS FUND,PRINCETON COMMUNITY DEMOCRATIC ORGANIZATION,C00620948
TELLURIAN INC PAC,TELLURIAN INC,C00635516
SCHWAN'S COMPANY POLITICAL ACTION COMMITTEE,SCHWAN'S COMPANY,C00360362
LOCKTON INC POLITICAL ACTION COMMITTEE,LOCKTON INC,C00652529
ALL OF US,NONE,C00672535
"SOLEO HEALTH HOLDINGS, INC. PAC","SOLEO HEALTH HOLDINGS, INC.",C00686881
RISING PHOENIX HOLDINGS CORPORATION POLITICAL ACTION COMMITTEE,RISING PHOENIX HOLDINGS CORPORATION,C00687558
"IPSEN BIOPHARMACEUTICALS, INC. POLITICAL ACTION COMMITTEE (""IPSEN PAC"")",,C00697409
PRINCIPAL LIFE INSURANCE COMPANY STATE AND FEDERAL POLITICAL ACTION COMMITTEE (PRINCIPAL S PAC),PRINCIPAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,C00698043
OHIO ENVIRONMENTAL COUNCIL ACTION FUND PAC,LEAGUE OF CONSERVATION VOTERS ACTION FUND,C00713644
"KUSHCO HOLDINGS, INC. PAC (KUSHCO PAC)","KUSHCO HOLDINGS, INC.",C00716563
SLAVIC PEOPLES INITIATIVE,NEON WORLD ES,C00746115
"ENERGYSOLUTIONS, INC. FUND FOR EFFECTIVE GOVERNMENT (ENERGYSOLUTIONS PAC)","ENERGYSOLUTIONS, INC.",C00387878
MODIVCARE INC. POLITICAL ACTION COMMITTEE,MODIVCARE INC.,C00754077
HEALTH CAROUSEL POLITICAL ACTION COMMITTEE (HEALTH CAROUSEL PAC),HEALTH CAROUSEL,C00761890
RIETH-RILEY CONSTRUCTION CO INC FEDERAL POLITICAL ACTION COMMITTEE,,C00392373
"VITA INCLINATA TECHNOLOGIES, INCORPORATED POLITICAL ACTION COMMITTEE","VITA INCLINATA TECHNOLOGIES, INCORPORATED",C00766998
"ROBINHOOD MARKETS, INC. PAC","ROBINHOOD MARKETS, INC.",C00780304
NEWFIELD EXPLORATION COMPANY POLITICAL ACTION COMMITTEE (NEWFIELD PAC),NEWFIELD EXPLORATION COMPANY,C00443523
LEO A DALY COMPANY PAC,LEO A DALY COMPANY,C00402727
TIDEWATER HOLDINGS INC PAC,"TIDEWATER HOLDINGS, INC.",C00450734
"VARIAN MEDICAL SYSTEMS, INC. PAC ('VARIAN PAC')","VARIAN MEDICAL SYSTEMS, INC.",C00450965
FBB FEDERAL RELATIONS PAC,NONE,C00459222
VANTAGEPOINT MANAGEMENT INC PAC (VANTAGEPOINT PAC),"VANTAGEPOINT MANAGEMENT, INC.",C00472035
WHITING PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE,WHITING PETROLEUM CORPORATION,C00481192
SPACE EXPLORATION TECHNOLOGIES CORP. PAC,SPACE EXPLORATION TECHNOLOGIES CORP.,C00411116
LPL FINANCIAL LLC POLITICAL ACTION COMMITTEE (LPL PAC),LPL FINANCIAL LLC,C00486217
ARISTOTLE INTERNATIONAL INC. POLITICAL ACTION COMMITTEE (ARISTOTLE PAC),ARISTOTLE INTERNATIONAL INC.,C00491340
STAMPS.COM INC. PAC,STAMPS.COM INC.,C00416636
DIRECT ENERGY EMPLOYEE POLITICAL ACTION COMMITTEE (DEEPAC),DIRECT ENERGY,C00502914
NORTHERN TRUST CORPORATION FEDERAL POLITICAL ACTION COMMITTEE (NORTHERN TRUST FEDERAL PAC),NORTHERN TRUST CORPORATION,C00515148
HANCOCK HOLDING COMPANY FEDERAL PAC,NONE,C00518795
ALKERMES INC. POLITICAL ACTION COMMITTEE,ALKERMES INC.,C00525063
LINN OPERATING INC FEDERAL PAC,"LINN OPERATING, INC.",C00543330
AMERICAN ASSOCIATION OF PRIVATE LENDERS PAC (APL-PAC),AMERICAN ASSOCIATION OF PRIVATE LENDERS,C00547398
SYNOVUS FINANCIAL CORP. TENNESSEE FUND FOR EFFECTIVE LEADERSHIP,SYNOVUS FINANCIAL CORP.,C00437426
GREEN HILLS SOFTWARE INC.,GREEN HILLS SOFTWARE INC.,C00441386
BMO FINANCIAL CORPORATION GOOD GOVERNANCE FUND: GENERAL,BMO FINANCIAL CORP,C00610154
BIG RIVER STEEL LLC POLITICAL ACTION COMMITTEE,,C00625178
"THORNTON TOMASETTI, INC.PAC",WEIDLINGER ASSOCIATES INC PAC,C00638072
CANNABIS TRADE FEDERATION ACTION FUND,CANNABIS TRADE FEDERATION,C00690149
OCCULTS FOR TOURNAMENT AND VIDEO GAME N TCG REFORM,"SATANIC GAMES AND OCCULT MINISTRIES, INC",C00693721
UNITI GROUP INC POLITICAL ACTION COMMITTEE,UNITI GROUP INC,C00695296
ADVANCE FINANCIAL ADMINISTRATION LLC PAC,,C00702308
ABB INC. POLICY IMPROVEMENT FUND,ASEA BROWN BOVERI (ABB) POLICY IMPROVEMENT PROGRAM,C00602516
NEWBY INSTITUTE POLITICAL ACTION COMMITTEE,"THE JAMES E. NEWBY, JR., M.D., FOUNDATION",C00723239
"EAST WEST BANCORP, INC. POLITICAL ACTION COMMITTEE","EAST WEST BANCORP, INC.",C00725184
"AMENTUM SERVICES, INC. PAC","AMENTUM SERVICES, INC.",C00731414
METROPOLITAN ANESTHESIA CONSULTANTS POLITICAL ACTION COMMITTEE,METROPOLITAN ANESTHESIA CONSULTANTS,C00736124
DELEK US HOLDINGS INC PAC  (AKA DK PAC),"DELEK US HOLDINGS, INC.",C00736421
"NU SKIN ENTERPRISES, INC PAC","NU SKIN ENTERPRISES, INC PAC",C00573006
MONROE ENERGY LLC FUELING THE CLIMB POLITICAL ACTION COMMITTEE,,C00613133
"UCB, INC. POLITICAL ACTION COMMITTEE","UCB, INC.",C00571141
CRONOS USA HOLDINGS INC. POLITICAL ACTION COMMITTEE (CRONOS EMPLOYEES PAC),CRONOS USA HOLDINGS INC.,C00764571
LAKE CHARLES PILOTS INC FEDERAL POLITICAL ACTION COMMITTEE,"LAKE CHARLES PILOTS, INC.",C00568196
"CORTEVA, INC. EMPLOYEES PAC (CORTEVA AGRISCIENCE PAC)","CORTEVA, INC.",C00247981
IOWA FARM BUREAU FEDERATION POLITICAL ACTION COMMITTEE/FB PAC,FBL FINANCIAL GROUP INC. PAC,C00200329
ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE,ADTALEM GLOBAL EDUCATION INC.,C00198606
HEWLETT PACKARD ENTERPRISE COMPANY PAC,HEWLETT PACKARD ENTERPRISE COMPANY,C00196725
"ESSENT US HOLDINGS, INC. POLITICAL ACTION COMMITTEE (ESSENTPAC)","ESSENT US HOLDINGS, INC.",C00630350
NBSC PAC,NBSC,C00194191
BEAM SUNTORY INC POLITICAL ACTION COMMITTEE,BEAM SUNTORY INC,C00194126
"VERIZON COMMUNICATIONS, INC. POLITICAL ACTION COMMITTEE (VERIZON PAC)",VERIZON COMMUNICATIONS INC.,C00186288
LIBERTY MUTUAL INSURANCE COMPANY - PAC,LIBERTY MUTUAL INSURANCE COMPANY,C00171843
HORMEL FOODS CORPORATION PAC: AKA HORMEL-PAC,HORMEL FOODS CORPORATION,C00282863
NATIONAL SOCIETY OF PROFESSIONAL SURVEYORS INC NSPS PAC,NONE,C00152892
THE GOODYEAR TIRE & RUBBER COMPANY GOOD GOVERNMENT FUND (GOODYEAR GOOD GOVERNMENT FUND),THE GOODYEAR TIRE & RUBBER COMPANY GOOD GOVERNMENT FUND (GOODYEAR GOOD GOVERNMENT FUND),C00100131
EMPLOYEES OF RAYTHEON TECHNOLOGIES CORPORATION PAC,RAYTHEON TECHNOLOGIES CORPORATION,C00097568
ARCHER DANIELS MIDLAND COMPANY-ADM PAC,ARCHER DANIELS MIDLAND COMPANY-ADM PAC,C00093963
BASIC AMERICAN INC. POLITICAL ACTION COMMITTEE DBA BASIC AMERICAN FOODS PAC,NONE,C00093096
WALMART INC. PAC FOR RESPONSIBLE GOVERNMENT,WALMART INC.,C00093054
IHG OWNERS ASSOCIATION  INN-PAC,IHG OWNERS ASSOCIATION  INN-PAC,C00084822
3M COMPANY PAC,3M COMPANY,C00084475
TRUIST FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE (FORMERLY BRANCH BANK AND TRUST POLITICAL ACTION COMMITTEE),TRUIST FINANCIAL CORPORATION,C00075291
PEOPLE PAC (PACCAR INC EMPLOYEES ORGANIZED FOR POLITICAL LEADERSHIP AND EDUCATION PAC),PACCAR INC,C00034355
BLACK & VEATCH POLITICAL ACTION COMMITTEE (BLACK & VEATCH PAC),BLACK & VEATCH CORPORATION,C00012310
SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE- FEDERAL,SEMPRA ENERGY,C00008748
HENRY FORD HEALTH SYSTEM GOVERNMENT AFFAIRS SERVICES PAC,HENRY FORD HEALTH SYSTEM GOVERNMENT AFFAIRS SERVICES,C00552141
THE DOE RUN COMPANY POLITICAL ACTION COMMITTEE,THE DOE RUN COMPANY,C00552109
"MEDICAL DEVICE INNOVATION PAC, A POLITICAL ACTION COMMITTEE OF SMITHS GROUP SERVICES CORP",SMITHS GROUP SERVICES CORPORATION POLITICAL ACTION COMMITTEE,C00777706
VETERANS GUARDIAN VA CLAIM CONSULTING PAC (VETGUARD PAC),VETERANS GUARDIAN VA CLAIM CONSULTING,C00771196
"OWENS & MINOR, INC. POLITICAL ACTION COMMITTEE (OWENS & MINOR PAC)","OWENS & MINOR, INC.",C00769810
"OPPORTUNITY FINANCIAL, LLC CREDIT ACCESS PAC","OPPORTUNITY FINANCIAL, LLC",C00757401
"THE GREENBRIER COMPANIES, INC. PAC (AKA GREENBRIER PAC)","THE GREENBRIER COMPANIES, INC.",C00711747
LEIDOS INC. POLITICAL ACTION COMMITTEE,"LEIDOS, INC.",C00546234
SHASHAMANE ETHIOPIA FEDERAL AGENTS ASSOCIATION THE,NONE,C00693374
THE CARLYLE GROUP INC. PAC (AKA 'CARLYLE PAC'),THE CARLYLE GROUP INC.,C00689091
"COINBASE, INC. POLITICAL ACTION COMMITTEE","COINBASE, INC.",C00680355
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE (STATE FARM FEDERAL PAC),STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,C00544817
BROADCOM INC. POLITICAL ACTION COMMITTEE (BROADCOM PAC),BROADCOM INC,C00680504
LONE STAR GUN RIGHTS,LONESTAR GUN RIGHTS,C00670398
GOLDEN TERPS PAC,GOLDEN TERPS LLC,C00658161
BIG TENT REPUBLICANS PAC,LACY JOHNSON FOR CONGRESS,C00683854
8MINUTENERGY RENEWABLES LLC PAC,8MINUTENERGY RENEWABLES LLC,C00632588
"BETTER GOVERNMENT COMMITTEE OF UNITED COMMUNITY BANKS, INC.",UNITED COMMUNITY BANK INC,C00624965
ALLISON TRANSMISSION INC. POLITICAL ACTION COMMITTEE,ALLISON TRANSMISSION INC.,C00691972
JORDAN COVE LNG LLC PAC,PEMBINA U.S. CORPORATION,C00590265
CROWN CORK & SEAL COMPANY INC. PAC,CROWN CORK & SEAL COMPANY INC.,C00254268
THE OPTIONS CLEARING CORPORATION PAC,THE OPTIONS CLEARING CORPORATION,C00255877
"AFFIRM, INC. FOR POSITIVE POLICY","AFFIRM, INC.",C00708081
LOCKHEED MARTIN CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,LOCKHEED MARTIN CORPORATION,C00303024
CASE NEW HOLLAND INDUSTRIAL INC. EXCELLENCE IN GOVERNMENT FUND (CNH INDUSTRIAL EXCELLENCE IN GOVERNMENT FUND),CASE NEW HOLLAND INDUSTRIAL INC.,C00303883
SALIENT FEDERAL SOLUTIONS INC PAC (SALIENT PAC),SALIENT FEDERAL SOLUTIONS INC,C00528646
SWISHER INTERNATIONAL INC PAC FUND,SWISHER INTERNATIONAL INC,C00312785
"CASSIDY & ASSOCIATES, INC. POLITICAL ACTION COMMITTEE","CASSIDY & ASSOCIATES, INC.",C00327593
ECHOSTAR CORPORATION AND DISH NETWORK CORPORATION PAC (ECHOSTAR DISH NETWORK PAC),DISH NETWORK CORPORATION,C00330647
SILICON VALLEY BANK PAC,SILICON VALLEY BANK,C00333658
"AVIS BUDGET GROUP, INC. PAC","AVIS BUDGET GROUP, INC.",C00335026
"APTIV, PLC POLITICAL ACTION COMMITTEE","APTIV, PLC",C00346130
COMMERCIAL METALS COMPANY PAC (CMC PAC),COMMERCIAL METALS COMPANY,C00525071
HEINEKEN USA INC GOOD GOVERNMENT FUND,HEINEKEN USA INC.,C00358234
DUANE MORRIS GOVERNMENT COMMITTEE,NONE,C00364133
"NASDAQ, INC. PAC (NASDAQ PAC)",INTERNATIONAL SECURITIES EXCHANGE PAC,C00366013
STERIS CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE (A.K.A. STERIS EMPLOYEE PAC),STERIS CORPORATION,C00368720
COOPER TIRE & RUBBER COMPANY POLITICAL ACTION COMMITTEE,COOPER TIRE & RUBBER COMPANY POLITICAL ACTION COMMITTEE,C00370270
"BEALL'S PAC USA, INC.",BEALL'S INC.,C00378661
IBI GROUP ENGINEERING SERVICES (USA) PAC,,C00378752
ENPRO INDUSTRIES INC POLITICAL ACTION COMMITTEE,,C00379784
FMR LLC POLITICAL ACTION COMMITTEE - FEDERAL (FIDELITY PAC),FMR LLC,C00380550
ATMOS ENERGY CORPORATION PAC,ATMOS ENERGY CORPORATION,C00381954
GENESISCARE USA INC. POLITICAL ACTION COMMITTEE,"GENESISCARE USA, INC.",C00385120
WESTERN ALLIANCE OF FARMWORKER ADVOCATES PAC (WAFA PAC),NONE,C00407841
"MONEYGRAM INTERNATIONAL, INC. PAC","MONEYGRAM INTERNATIONAL, INC.",C00410316
"QC HOLDINGS, INC. POLITICAL ACTION COMMITTEE","QC HOLDINGS, INC.",C00411769
ADAMS OUTDOOR ADVERTISING INC PAC AKA: ADAMSPAC,,C00413930
GOLDEN GRAIN ENERGY LLC POLITICAL ACTION COMMITTEE,GOLDEN GRAIN ENERGY LLC,C00414490
OTTER TAIL CORPORATION POLITICAL ACTION COMMITTEE,,C00292136
CARDINAL HEALTH INC. PAC,CARDINAL HEALTH INC.,C00332833
EBAY INC-COMMITTEE FOR RESPONSIBLE INTERNET COMMERCE,"EBAY, INC.",C00342394
NATIONAL ASSOCIATION OF BANKRUPTCY TRUSTEES POLITICAL ACTION COMMITTEE (NABT PAC),NONE,C00348623
SIEMENS CORPORATION PAC,"VARIAN MEDICAL SYSTEMS, INC. PAC ('VARIAN PAC')",C00353797
INTERACTIVE CORP POLITICAL ACTION COMMITTEE AKA IACPAC,IAC/INTERACTIVECORP,C00371088
